8	6	35.094
9	6	28.9105
10	6	15.6987
11	6	10.6503
12	6	0
13	6	3.12501
14	6	3.01989
15	6	9.8731
16	6	13.694
17	6	21.039
18	6	24.93
19	6	32.42
20	6	37.56
10	7	38.8
11	7	24.3
12	7	17.3381
13	7	5.3455
14	7	2.86342
15	7	0.10144
16	7	5.684
17	7	7.871
18	7	13.114
19	7	15.862
20	7	21.77
21	7	25.25
22	7	32.04
12	8	32.048
13	8	23.112
14	8	8.00736
15	8	2.8556
16	8	-4.737
17	8	-0.80881
18	8	-0.7815
19	8	3.335
20	8	3.7975
21	8	8.063
22	8	9.28
23	8	14.61
24	8	19.07
15	9	16.78
16	9	10.68
17	9	1.9517
18	9	0.8737
19	9	-1.48739
20	9	-0.0174
21	9	-0.0476
22	9	2.793
23	9	3.33
24	9	7.56
25	9	11.27
26	9	18.27
27	9	24.9
16	10	23.996
17	10	16.46
18	10	5.3172
19	10	1.7514
20	10	-7.04193
21	10	-5.73178
22	10	-8.02472
23	10	-5.15405
24	10	-5.9515
25	10	-2.11
26	10	0.43
27	10	7.07
28	10	11.24
29	10	18.1
30	10	23.1
18	11	24.19
19	11	12.927
20	11	6.848
21	11	-2.1842
22	11	-5.1824
23	11	-9.52985
24	11	-8.41811
25	11	-9.3578
26	11	-6.862
27	11	-5.517
28	11	-0.989
29	11	2.665
30	11	8.361
31	11	12.65
32	11	19.1
33	11	24.9
19	12	33.04
20	12	17.57
21	12	10.911
22	12	-0.397
23	12	-5.4738
24	12	-13.93357
25	12	-13.19283
26	12	-16.21458
27	12	-14.58665
28	12	-15.0186
29	12	-10.619
30	12	-8.911
31	12	-3.217
32	12	-0.955
33	12	4.894
34	12	8.81
23	13	6.77
24	13	-0.057
25	13	-8.9162
26	13	-12.21031
27	13	-17.19666
28	13	-16.85044
29	13	-18.2153
30	13	-15.872
31	13	-14.954
32	13	-11.06
33	13	-8.53
34	13	-2.93
35	13	-0.13
36	13	5.78
37	13	9.9
38	13	16.1
39	13	21.4
24	14	10.755
25	14	3.824
26	14	-7.145
27	14	-12.3843
28	14	-21.4928
29	14	-21.89505
30	14	-24.43293
31	14	-22.94901
32	14	-24.08091
33	14	-20.493
34	14	-19.957
35	14	-14.36
36	14	-12.48
37	14	-6.58
38	14	-4.07
39	14	1.9
40	14	5.5
41	14	13.6
27	15	-0.72
28	15	-7.159
29	15	-16.9526
30	15	-20.2006
31	15	-24.44088
32	15	-24.30522
33	15	-26.3375
34	15	-24.558
35	15	-24.8577
36	15	-20.251
37	15	-18.99
38	15	-14.76
39	15	-12.87
40	15	-8.11
41	15	-5.28
42	15	0.9
43	15	5.8
28	16	4.07
29	16	-3.16
30	16	-14.063
31	16	-19.0446
32	16	-26.0157
33	16	-26.58599
34	16	-29.93179
35	16	-28.84636
36	16	-30.66408
37	16	-26.89636
38	16	-26.861
39	16	-23.16
40	16	-22.87
41	16	-19.02
42	16	-17.68
43	16	-11.97
44	16	-9.1
45	16	-3.3
31	17	-7.07
32	17	-13.33
33	17	-21.0034
34	17	-24.43978
35	17	-29.01354
36	17	-29.52186
37	17	-31.76153
38	17	-29.7981
39	17	-29.8002
40	17	-27.56
41	17	-27.31
42	17	-24.91
43	17	-24.17
44	17	-20.23
45	17	-18.36
46	17	-14.7
32	18	-2.2002
33	18	-9.3841
34	18	-18.3772
35	18	-23.0474
36	18	-30.23154
37	18	-30.94766
38	18	-34.7146
39	18	-33.242
40	18	-35.0399
41	18	-33.0675
42	18	-34.423
43	18	-32.01
44	18	-32.6731
45	18	-29.7706
46	18	-29.72
47	18	-25.91
35	19	-11.169
36	19	-17.426
37	19	-24.8002
38	19	-28.8007
39	19	-33.80701
40	19	-33.53521
41	19	-35.55907
42	19	-35.02156
43	19	-36.593
44	19	-35.81
45	19	-36.608
46	19	-35.418
47	19	-35.696
48	19	-32.124
49	19	-30.32
50	19	-25.4
36	20	-6.44
37	20	-13.162
38	20	-22.059
39	20	-27.2744
40	20	-34.84628
41	20	-35.13776
42	20	-38.54707
43	20	-38.4086
44	20	-41.4685
45	20	-40.8119
46	20	-43.1351
47	20	-42.3401
48	20	-44.214
49	20	-41.289
50	20	-39.571
51	20	-35.86
52	20	-32.5
39	21	-14.168
40	21	-20.523
41	21	-28.64239
42	21	-32.1212
43	21	-36.1879
44	21	-37.8161
45	21	-41.0678
46	21	-41.7571
47	21	-44.3321
48	21	-44.496
49	21	-46.552
50	21	-44.537
51	21	-43.218
52	21	-40.36
54	21	-34.2
55	21	-29.6
40	22	-8.85
42	22	-25.122
43	22	-29.321
44	22	-37.5485
45	22	-39.0057
46	22	-44.1234
47	22	-44.9324
48	22	-48.4877
49	22	-48.5588
50	22	-51.4267
51	22	-49.7278
52	22	-49.465
53	22	-46.83
54	22	-45.59
55	22	-41.67
56	22	-38.94
57	22	-33.5
44	23	-24.12
45	23	-31.88
46	23	-37.073
47	23	-42.0021
48	23	-44.475
49	23	-47.9569
50	23	-49.2216
51	23	-52.2014
52	23	-51.4413
53	23	-51.849
54	23	-49.891
55	23	-49.15
56	23	-46.08
57	23	-44.19
